1566286857291, 0.16897583
1566286857309, 0.13708687
1566286857348, 0.027251244
1566286857364, -0.24577999
1566286857396, -0.012252808
1566286857415, -0.37745094
1566286857437, 0.4924898
1566286857460, 0.21800709
1566286857479, 0.02982235
1566286857501, 0.4978485
1566286857522, 0.49786472
1566286857542, -0.08862591
1566286857574, 0.38432312
1566286857589, -0.09676838
1566286857608, -0.09069061
1566286857628, 0.22655201
1566286857651, -0.12289047
1566286857671, 0.10476303
1566286857692, 0.055797577
1566286857718, 0.055708885
1566286857736, 5.6934357E-4
1566286857756, -0.022328377
1566286857777, 0.091124535
1566286857798, 0.20836449
1566286857819, 0.073147774
1566286857842, 0.020754814
1566286857862, 0.11186409
1566286857883, 0.3391781
1566286857905, -0.28809738
1566286857925, -0.3765297
1566286857946, 0.5799484
1566286857968, -0.2905426
1566286857988, 0.22301579
1566286858009, 0.12124157
1566286858033, -0.33140564
1566286858052, 0.22020721
1566286858074, 0.44148064
1566286858099, -0.18471718
1566286858117, 0.06305885
1566286858138, 0.4305706
1566286858159, -0.06745529
1566286858180, 0.065470695
1566286858201, 0.0380888
1566286858223, -0.08515167
1566286858243, 0.12073898
1566286858267, -0.09708309
1566286858286, 0.13031101
1566286858307, 0.13616085
1566286858328, 0.005651474
1566286858351, 0.045143127
1566286858370, 0.018673897
1566286858391, 0.12625027
1566286858414, 0.1704197
1566286858433, 0.12368965
1566286858456, 0.0052890778
1566286858477, 0.01381588
1566286858499, 0.31311035
1566286858518, -0.26989174
1566286858540, 0.4856453
1566286858560, -0.25874233
1566286858581, -0.27536678
1566286858603, 0.61052895
1566286858623, -0.050100327
1566286858644, 0.07815933
1566286858667, 0.4159813
1566286858688, 0.008077621
1566286858708, -0.019120216
1566286858730, 0.37752628
1566286858751, -0.01808834
1566286858773, -0.25239563
1566286858796, 0.17522717
1566286858816, -0.081920624
1566286858837, 0.08921051
1566286858859, 0.34047318
1566286858879, 0.11053753
1566286858901, -0.098436356
1566286858923, 0.09119606
1566286858943, 0.037525177
1566286858964, 0.01505661
1566286858987, -0.13777542
1566286859006, -0.0933485
1566286859029, -0.049197197
1566286859061, -0.115283966
1566286859093, -0.5426035
1566286859114, -0.5423317
1566286859134, -0.58853626
1566286859156, -2.20158
1566286859179, -3.013174
1566286859198, -4.435346
1566286859220, -5.062295
1566286859242, -8.671734
1566286859265, -9.710709
1566286859284, -3.514461
1566286859307, 5.3985834
1566286859327, 5.3927355
1566286859349, 14.393179
1566286859371, 17.140087
1566286859390, 12.929091
1566286859411, 6.4977245
1566286859434, 2.3905153
1566286859456, -0.6034937
1566286859477, -2.268816
1566286859498, -3.2015228
1566286859518, -4.0977197
1566286859540, -4.0913267
1566286859561, -4.59
1566286859581, -4.177917
1566286859603, -3.1043453
1566286859625, -2.8263202
1566286859656, -2.5397978
1566286859688, -3.2318354
1566286859709, -2.7867737
1566286859729, -2.8227353
1566286859752, -4.3699584
1566286859772, -5.25804
1566286859793, -6.0787325
1566286859815, -8.323328
1566286859836, -6.1531267
1566286859857, 4.6828604
1566286859879, 12.0361
1566286859900, 22.12896
1566286859921, 21.428925
1566286859944, 13.147802
1566286859963, 5.2835426
1566286859985, -1.7440147
1566286860006, -3.946272
1566286860029, -4.3428984
1566286860048, -5.1899147
1566286860070, -3.6350346
1566286860090, -4.620452
1566286860112, -4.737035
1566286860135, -2.9825578
1566286860157, -2.106576
1566286860175, -2.3758569
1566286860198, -2.1110816
1566286860218, -2.4969072
1566286860240, -2.161498
1566286860268, -2.6594148
1566286860283, -4.7392592
1566286860304, -7.879268
1566286860325, -7.534945
1566286860345, -7.5436716
1566286860367, -9.515031
1566286860389, 2.075904
1566286860410, 21.190231
1566286860432, 29.325392
1566286860454, 20.81094
1566286860475, 20.805035
1566286860496, -0.21859264
1566286860519, -3.5805535
1566286860538, -3.1732507
1566286860559, -4.9235487
1566286860581, -4.949112
1566286860601, -3.4087858
1566286860623, -2.9580255
1566286860645, -2.1610184
1566286860666, -2.262097
1566286860688, -2.4024081
1566286860710, -2.538455
1566286860730, -2.9948359
1566286860752, -2.8324637
1566286860775, -2.404746
1566286860797, -2.071031
1566286860819, -3.5434113
1566286860839, -5.7012386
1566286860861, -5.9935384
1566286860881, -10.489857
1566286860904, -17.54637
1566286860925, -8.373801
1566286860946, 11.224064
1566286860968, 19.918869
1566286860990, 29.324696
1566286861010, 25.201492
1566286861031, 12.571865
1566286861052, 2.2355614
1566286861074, -4.3464108
1566286861096, -4.2412734
1566286861116, -5.813564
1566286861138, -5.7984185
1566286861160, -4.5224175
1566286861180, -2.943708
1566286861201, -1.8030972
1566286861222, -2.1161628
1566286861243, -2.1248908
1566286861265, -1.9332399
1566286861287, -2.223452
1566286861306, -1.7891288
1566286861328, -1.3259745
1566286861350, -1.2220297
1566286861370, -1.448966
1566286861391, -2.93535
1566286861413, -3.7612247
1566286861435, -3.7765012
1566286861456, -5.903183
1566286861479, -9.186905
1566286861499, -10.849885
1566286861520, -7.5059576
1566286861542, 9.83451
1566286861564, 20.429724
1566286861585, 29.342995
1566286861609, 22.311823
1566286861626, 11.580517
1566286861649, 0.8295126
1566286861670, -5.2912326
1566286861690, -5.619973
1566286861712, -6.122996
1566286861733, -7.0680094
1566286861754, -4.460084
1566286861777, -3.8883438
1566286861798, -2.8615313
1566286861818, -2.5147705
1566286861840, -2.3588557
1566286861863, -1.8984795
1566286861883, -2.6098208
1566286861904, -2.1001492
1566286861928, -2.17977
1566286861947, -3.3740296
1566286861968, -4.119213
1566286861989, -4.6731834
1566286862011, -7.131481
1566286862032, -8.314322
1566286862098, -8.350181
1566286862119, 2.3521757
1566286862141, 29.358599
1566286862162, 22.879326
1566286862184, 12.195689
1566286862205, 4.1913443
1566286862226, 0.14799309
1566286862249, -4.9246883
1566286862268, -4.905137
1566286862290, -8.150609
1566286862311, -7.2690735
1566286862332, -4.916836
1566286862354, -3.1585946
1566286862377, -3.1353312
1566286862397, -1.9430189
1566286862419, -1.3117638
1566286862442, -1.8725204
1566286862461, -0.9736519
1566286862484, -1.1422863
1566286862505, -2.6219602
1566286862525, -3.3674254
1566286862546, -4.3435154
1566286862569, -8.389009
